	0.0000-0.6581	0.6581-0.6593	0.6594-0.6608	0.6608-0.6613	0.6613-1.4077	Source	Target
D-Glucose##L-Alanine##bc1016	-0.026023178129174693	-0.026023178129174693	-0.026023178129174693	-0.026023178129174693	-0.026023178129174693	D-Glucose	L-Alanine
D-Glucose##L-Glutamate##bc1016	-0.014024275753891109	-0.014024275753891109	-0.014024275753891109	-0.014024275753891109	-0.014024275753891109	D-Glucose	L-Glutamate
D-Glucose##Riboflavin##bc1016	-0.0004836692086271653	-0.0004836692086271653	-0.0004836692086271653	-0.0004836692086271653	-0.0004836692086271653	D-Glucose	Riboflavin
D-Glucose##Zn2+##bc1016	-0.00016122306954357782	-0.00016122306954357782	-0.00016122306954357782	-0.00016122306954357782	-0.00016122306954357782	D-Glucose	Zn2+
D-Glucose##L-Histidine##bc1016	-0.004553954419615389	-0.004553954419615389	-0.004553954419615389	-0.004553954419615389	-0.004553954419615389	D-Glucose	L-Histidine
D-Glucose##Co2+##bc1016	-0.00016122306954343272	-0.00016122306954343272	-0.00016122306954343272	-0.00016122306954343272	-0.00016122306954343272	D-Glucose	Co2+
D-Glucose##D-Glucose##bc1016	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	D-Glucose	D-Glucose
D-Glucose##K+##bc1016	-0.00016122306954369063	-0.00016122306954369063	-0.00016122306954369063	-0.00016122306954369063	-0.00016122306954369063	D-Glucose	K+
D-Glucose##L-Proline##bc1016	-0.01059178162764525	-0.01059178162764525	-0.01059178162764525	-0.01059178162764525	-0.01059178162764525	D-Glucose	L-Proline
D-Glucose##L-Glutamine##bc1016	-0.012587334687932916	-0.012587334687932916	-0.012587334687932916	-0.012587334687932916	-0.012587334687932916	D-Glucose	L-Glutamine
D-Glucose##Pyridoxal##bc1016	-0.00016122306954381856	-0.00016122306954381856	-0.00016122306954381856	-0.00016122306954381856	-0.00016122306954381856	D-Glucose	Pyridoxal
D-Glucose##TRHL##bc1016	-0.0034030548303741236	-0.0034030548303741236	-0.0034030548303741236	-0.0034030548303741236	-0.0034030548303741236	D-Glucose	TRHL
D-Glucose##AMP##bc1016	-0.006088123683416382	-0.006088123683416382	-0.006088123683416382	-0.006088123683416382	-0.006088123683416382	D-Glucose	AMP
D-Glucose##Deoxycytidine##bc1016	-0.0006896832404021166	-0.0006896832404021166	-0.0006896832404021166	-0.0006896832404021166	-0.0006896832404021166	D-Glucose	Deoxycytidine
D-Glucose##L-Cysteine##bc1016	-0.004374866324462453	-0.004374866324462453	-0.004374866324462453	-0.004374866324462453	-0.004374866324462453	D-Glucose	L-Cysteine
D-Glucose##Mn2+##bc1016	-0.00016122306954408536	-0.00016122306954408536	-0.00016122306954408536	-0.00016122306954408536	-0.00016122306954408536	D-Glucose	Mn2+
