	0.0000-0.3357	0.3357-0.3397	0.3397-0.3413	0.3413-0.3951	0.4000-0.4001	0.4003-1.1890	1.1890-2.0000	Source	Target
Fumarate##L-Proline##bc1012	-0.0062677769684706805	0.14433370527509706	0.14433370527509676	0.0	0.0	0.0	0.0	Fumarate	L-Proline
O2##L-Proline##bc1012	-0.028204996358131198	0.28866741055010964	0.2886674105501064	-0.005007676790141426	-0.005007676790138457	0.0	0.0	O2	L-Proline
Fumarate##ddca##bc1012	-0.0008503221115188308	0.019581127670966484	0.019581127670991384	0.0	0.0	0.0	0.0	Fumarate	ddca
O2##ddca##bc1012	-0.003826449501833117	0.03916225534192324	0.03916225534197387	-0.0006793697866721806	-0.0006793697866726669	0.0	0.0	O2	ddca
Fumarate##Fumarate##bc1012	-0.9999999999999988	-0.9999999999999919	-1.0000000000000757	0.0	0.0	0.0	0.0	Fumarate	Fumarate
Fumarate##Mg##bc1012	-9.540512423652745e-05	0.002196979112758357	0.0021969791127804546	0.0	0.0	0.0	0.0	Fumarate	Mg
O2##Mg##bc1012	-0.0004293230590644204	0.00439395822551313	0.004393958225557763	-7.622447778670986e-05	-7.622447778589945e-05	0.0	0.0	O2	Mg
Fumarate##L-Glutamate##bc1012	-0.008680605092736644	0.19989605618817416	0.19989605618801007	0.0	0.0	0.0	0.0	Fumarate	L-Glutamate
O2##L-Glutamate##bc1012	-0.039062722917332635	0.3997921123762282	0.39979211237588763	-0.006935419825240076	-0.006935419825231601	0.0	0.0	O2	L-Glutamate
Fumarate##CoA##bc1012	-0.00019081024847205676	0.0043939582255700825	0.004393958225426536	0.0	0.0	0.0	0.0	Fumarate	CoA
O2##CoA##bc1012	-0.0008586461181240802	0.00878791645114176	0.008787916450846627	-0.00015244895557091047	-0.00015244895557101664	0.0	0.0	O2	CoA
O2##O2##bc1012	-0.999999999999991	-1.000000000000045	-1.0000000000000486	-0.9999999999999978	-0.999999999999993	0.0	0.0	O2	O2
Fumarate##Spermidine##bc1012	-9.540512423628146e-05	0.002196979112764892	0.002196979112718926	0.0	0.0	0.0	0.0	Fumarate	Spermidine
O2##Spermidine##bc1012	-0.0004293230590618204	0.004393958225529313	0.004393958225434982	-7.622447778549228e-05	-7.622447778469528e-05	0.0	0.0	O2	Spermidine
Fumarate##L-Leucine##bc1012	-0.012762647305363105	0.29389689262532553	0.2938968926254263	0.0	0.0	0.0	0.0	Fumarate	L-Leucine
O2##L-Leucine##bc1012	-0.05743191287416118	0.5877937852504759	0.5877937852506775	-0.010196791145142537	-0.010196791145135543	0.0	0.0	O2	L-Leucine
Fumarate##TRHL##bc1012	-0.0020137866733023774	0.04637326657488388	0.0463732665749762	0.0	0.0	0.0	0.0	Fumarate	TRHL
O2##TRHL##bc1012	-0.009062040029862242	0.09274653314973434	0.09274653314992334	-0.0016089265516193896	-0.0016089265516124917	0.0	0.0	O2	TRHL
Fumarate##dATP##bc1012	-0.00040527426892556195	0.009332613011109034	0.00933261301106197	0.0	0.0	0.0	0.0	Fumarate	dATP
O2##dATP##bc1012	-0.0018237342101642998	0.018665226022214116	0.01866522602211721	-0.0003237962295636356	-0.0003237962295643717	0.0	0.0	O2	dATP
Fumarate##Formate##bc1012	-9.540512423574562e-05	0.0021969791127583863	0.0021969791127605096	0.0	0.0	0.0	0.0	Fumarate	Formate
O2##Formate##bc1012	-0.00042932305906156007	0.004393958225514704	0.004393958225518991	-7.622447778593085e-05	-7.622447778557461e-05	0.0	0.0	O2	Formate
Fumarate##L-Valine##bc1012	-0.011975390294830017	0.2757680214313693	0.27576802143145357	0.0	0.0	0.0	0.0	Fumarate	L-Valine
O2##L-Valine##bc1012	-0.05388925632676275	0.5515360428625747	0.5515360428627424	-0.009567807586960547	-0.009567807586954108	0.0	0.0	O2	L-Valine
Fumarate##BIOT##bc1012	-9.540512423669488e-05	0.0021969791127846353	0.002196979112795265	0.0	0.0	0.0	0.0	Fumarate	BIOT
O2##BIOT##bc1012	-0.0004293230590664564	0.004393958225567006	0.004393958225588818	-7.62244777867833e-05	-7.622447778611358e-05	0.0	0.0	O2	BIOT
Fumarate##H2O##bc1012	-0.27391904430705194	-5.706168341887441	-5.706168341888281	0.0	0.0	0.0	0.0	Fumarate	H2O
