	In	InAmount	Out	OutAmount	All	AllAmount	Type
1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
2-Oxoglutarate	bc1008.bc1016	2	bc1008.bc1016	2	bc1008.bc1016bc1008.bc1016	4	Metabolite
4-Hydroxybenzoate	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
5-Aminolevulinate	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
AMP	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
Acetate	bc1015.bc1008.bc1003.bc1016	4		0	bc1015.bc1008.bc1003.bc1016	4	Metabolite
Ala-Ala	bc1015.bc1003	2	bc1015.bc1003	2	bc1015.bc1003bc1015.bc1003	4	Metabolite
Arsenate	bc1015	1		0	bc1015	1	Metabolite
Arsenite	bc1015	1	bc1015	1	bc1015bc1015	2	Metabolite
BET	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
BIOT	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
CMP	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
CO2	bc1015.bc1008.bc1003.bc1016	4		0	bc1015.bc1008.bc1003.bc1016	4	Metabolite
Ca2+	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
Chitobiose	bc1008.bc1016	2	bc1008.bc1016	2	bc1008.bc1016bc1008.bc1016	4	Metabolite
Chorismate	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
Citrate	bc1008.bc1016	2	bc1008.bc1016	2	bc1008.bc1016bc1008.bc1016	4	Metabolite
Cl-	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
Co2+	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
CoA	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
Cu2+	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016	4	bc1015.bc1008.bc1003.bc1016bc1015.bc1008.bc1003.bc1016	8	Metabolite
Cytidine	bc1008.bc1016	2	bc1008.bc1016	2	bc1008.bc1016bc1008.bc1016	4	Metabolite
