	0.2639	0.2739	0.3863	0.3887	0.3914	1.1708	Source	Target
O2##bc1003##Metabolite##None	0.0	0.0	0.0	-0.15297633046741732	0.0	0.0	O2	bc1003
bc1003##dATP##Microbe##O2_e0	0.0	0.0	0.0	0.0017319514074685962	0.0	0.0	bc1003	dATP
bc1003##Co2+##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094238683	0.0	0.0	bc1003	Co2+
bc1003##Deoxycytidine##Microbe##O2_e0	0.0	0.0	0.0	0.0031688731750682303	0.0	0.0	bc1003	Deoxycytidine
bc1003##Mg##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309417511	0.0	0.0	bc1003	Mg
bc1003##L-Aspartate##Microbe##O2_e0	0.0	0.0	0.0	0.030722359888708143	0.0	0.0	bc1003	L-Aspartate
bc1003##5-Aminolevulinate##Microbe##O2_e0	0.0	0.0	0.0	0.0034342074475198743	0.0	0.0	bc1003	5-Aminolevulinate
bc1003##Glycine##Microbe##O2_e0	0.0	0.0	0.0	0.0767101812372719	0.0	0.0	bc1003	Glycine
bc1003##Chorismate##Microbe##O2_e0	0.0	0.0	0.0	0.0008585518618862887	0.0	0.0	bc1003	Chorismate
bc1003##Folate##Microbe##O2_e0	0.0	0.0	0.0	0.0012878277928207147	0.0	0.0	bc1003	Folate
bc1003##L-Histidine##Microbe##O2_e0	0.0	0.0	0.0	0.012125454678913603	0.0	0.0	bc1003	L-Histidine
bc1003##Myristic acid##Microbe##O2_e0	0.0	0.0	0.0	0.019130147303045443	0.0	0.0	bc1003	Myristic acid
bc1003##Heme##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094293587	0.0	0.0	bc1003	Heme
bc1003##L-Proline##Microbe##O2_e0	0.0	0.0	0.0	0.028201900208262395	0.0	0.0	bc1003	L-Proline
bc1003##Oxidized glutathione##Microbe##O2_e0	0.0	0.0	0.0	0.00021463796547111584	0.0	0.0	bc1003	Oxidized glutathione
bc1003##L-Arginine##Microbe##O2_e0	0.0	0.0	0.0	0.03773877467482258	0.0	0.0	bc1003	L-Arginine
bc1003##CMP##Microbe##O2_e0	0.0	0.0	0.0	0.012865862501867859	0.0	0.0	bc1003	CMP
bc1003##Thiamin##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309436537	0.0	0.0	bc1003	Thiamin
bc1003##Mn2+##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094220853	0.0	0.0	bc1003	Mn2+
bc1003##GTP##Microbe##O2_e0	0.0	0.0	0.0	0.020714038628005693	0.0	0.0	bc1003	GTP
bc1003##L-Alanine##Microbe##O2_e0	0.0	0.0	0.0	0.06928986062036441	0.0	0.0	bc1003	L-Alanine
bc1003##H+##Microbe##O2_e0	0.0	0.0	0.0	-0.7796113582637348	0.0	0.0	bc1003	H+
bc1003##Sulfate##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094232145	0.0	0.0	bc1003	Sulfate
bc1003##L-Tyrosine##Microbe##O2_e0	0.0	0.0	0.0	0.01846066414598729	0.0	0.0	bc1003	L-Tyrosine
bc1003##L-Lysine##Microbe##O2_e0	0.0	0.0	0.0	0.04366526095047156	0.0	0.0	bc1003	L-Lysine
bc1003##AMP##Microbe##O2_e0	0.0	0.0	0.0	0.0164250039465099	0.0	0.0	bc1003	AMP
bc1003##L-Glutamate##Microbe##O2_e0	0.0	0.0	0.0	0.03905843488115722	0.0	0.0	bc1003	L-Glutamate
bc1003##Riboflavin##Microbe##O2_e0	0.0	0.0	0.0	0.0012878277928317255	0.0	0.0	bc1003	Riboflavin
bc1003##UMP##Microbe##O2_e0	0.0	0.0	0.0	0.01432440743295375	0.0	0.0	bc1003	UMP
bc1003##BIOT##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309420031	0.0	0.0	bc1003	BIOT
bc1003##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe##O2_e0	0.0	0.0	0.0	0.019058002322127163	0.0	0.0	bc1003	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1003##CO2##Microbe##O2_e0	0.0	0.0	0.0	-1.1007472795857265	0.0	0.0	bc1003	CO2
bc1003##dGTP##Microbe##O2_e0	0.0	0.0	0.0	0.002739597244127022	0.0	0.0	bc1003	dGTP
bc1003##Putrescine##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309299804	0.0	0.0	bc1003	Putrescine
bc1003##L-Glutamine##Microbe##O2_e0	0.0	0.0	0.0	0.03265674983488622	0.0	0.0	bc1003	L-Glutamine
bc1003##Ala-Ala##Microbe##O2_e0	0.0	0.0	0.0	0.0038260294606103575	0.0	0.0	bc1003	Ala-Ala
bc1003##fe3##Microbe##O2_e0	0.0	0.0	0.0	0.0012878277928243533	0.0	0.0	bc1003	fe3
bc1003##CoA##Microbe##O2_e0	0.0	0.0	0.0	0.0008585518618831928	0.0	0.0	bc1003	CoA
bc1003##Zn2+##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094197245	0.0	0.0	bc1003	Zn2+
bc1003##4-Hydroxybenzoate##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309373705	0.0	0.0	bc1003	4-Hydroxybenzoate
bc1003##NADP##Microbe##O2_e0	0.0	0.0	0.0	0.0008585518618814152	0.0	0.0	bc1003	NADP
bc1003##Nicotinamide ribonucleotide##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094244234	0.0	0.0	bc1003	Nicotinamide ribonucleotide
bc1003##Spermidine##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309391207	0.0	0.0	bc1003	Spermidine
bc1003##L-Threonine##Microbe##O2_e0	0.0	0.0	0.0	0.032289132122502215	0.0	0.0	bc1003	L-Threonine
bc1003##ddca##Microbe##O2_e0	0.0	0.0	0.0	0.0038260294606114326	0.0	0.0	bc1003	ddca
bc1003##N-Acetyl-D-glucosamine##Microbe##O2_e0	0.0	0.0	0.0	0.013443922141698025	0.0	0.0	bc1003	N-Acetyl-D-glucosamine
bc1003##BET##Microbe##O2_e0	0.0	0.0	0.0	0.0008585518618818924	0.0	0.0	bc1003	BET
bc1003##L-Isoleucine##Microbe##O2_e0	0.0	0.0	0.0	0.036989448823877384	0.0	0.0	bc1003	L-Isoleucine
bc1003##L-Tryptophan##Microbe##O2_e0	0.0	0.0	0.0	0.007220776381825903	0.0	0.0	bc1003	L-Tryptophan
bc1003##Acetate##Microbe##O2_e0	0.0	0.0	0.0	-0.8896432010027602	0.0	0.0	bc1003	Acetate
bc1003##Niacin##Microbe##O2_e0	0.0	0.0	0.0	-0.00042927593094102816	0.0	0.0	bc1003	Niacin
bc1003##Ca2+##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309402648	0.0	0.0	bc1003	Ca2+
bc1003##PPi##Microbe##O2_e0	0.0	0.0	0.0	-0.0028235467983611035	0.0	0.0	bc1003	PPi
bc1003##L-Phenylalanine##Microbe##O2_e0	0.0	0.0	0.0	0.02363782457069111	0.0	0.0	bc1003	L-Phenylalanine
bc1003##K+##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094156457	0.0	0.0	bc1003	K+
bc1003##Formate##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094046817	0.0	0.0	bc1003	Formate
bc1003##Glycerol##Microbe##O2_e0	0.0	0.0	0.0	0.009529001161064466	0.0	0.0	bc1003	Glycerol
bc1003##L-Asparagine##Microbe##O2_e0	0.0	0.0	0.0	0.03072235988870932	0.0	0.0	bc1003	L-Asparagine
bc1003##O2##Microbe##O2_e0	0.0	0.0	0.0	1.000000000000005	0.0	0.0	bc1003	O2
bc1003##D-Arabinose##Microbe##O2_e0	0.0	0.0	0.0	0.01147808838182543	0.0	0.0	bc1003	D-Arabinose
bc1003##TTP##Microbe##O2_e0	0.0	0.0	0.0	0.0017319514074675673	0.0	0.0	bc1003	TTP
bc1003##S-Adenosyl-L-methionine##Microbe##O2_e0	0.0	0.0	0.0	0.0012878277928241632	0.0	0.0	bc1003	S-Adenosyl-L-methionine
bc1003##TRHL##Microbe##O2_e0	0.0	0.0	0.0	0.009061045261647	0.0	0.0	bc1003	TRHL
bc1003##D-Glucose##Microbe##O2_e0	0.0	0.0	0.0	0.5490988420218013	0.0	0.0	bc1003	D-Glucose
bc1003##Cu2+##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309409354	0.0	0.0	bc1003	Cu2+
bc1003##L-Cysteine##Microbe##O2_e0	0.0	0.0	0.0	0.011648610955585732	0.0	0.0	bc1003	L-Cysteine
bc1003##Pyridoxal##Microbe##O2_e0	0.0	0.0	0.0	0.0004292759309415841	0.0	0.0	bc1003	Pyridoxal
bc1003##Deoxyguanosine##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593094481154	0.0	0.0	bc1003	Deoxyguanosine
bc1003##Cl-##Microbe##O2_e0	0.0	0.0	0.0	0.00042927593093949326	0.0	0.0	bc1003	Cl-
bc1003##Nitrite##Microbe##O2_e0	0.0	0.0	0.0	0.00014309197696115588	0.0	0.0	bc1003	Nitrite
bc1003##L-Leucine##Microbe##O2_e0	0.0	0.0	0.0	0.05742560839508149	0.0	0.0	bc1003	L-Leucine
bc1003##L-Valine##Microbe##O2_e0	0.0	0.0	0.0	0.05388334073607267	0.0	0.0	bc1003	L-Valine
bc1003##L-Serine##Microbe##O2_e0	0.0	0.0	0.0	0.032646350868788004	0.0	0.0	bc1003	L-Serine
bc1003##meso-2,6-Diaminopimelate##Microbe##O2_e0	0.0	0.0	0.0	0.0038260294606118623	0.0	0.0	bc1003	meso-2,6-Diaminopimelate
bc1003##H2O##Microbe##O2_e0	0.0	0.0	0.0	-2.017747583321164	0.0	0.0	bc1003	H2O
bc1003##L-Methionine##Microbe##O2_e0	0.0	0.0	0.0	0.018692040794569292	0.0	0.0	bc1003	L-Methionine
D-Glucose##bc1016##Metabolite##None	0.0	0.0	0.0	0.0	0.0	0.0	D-Glucose	bc1016
bc1016##L-Alanine##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	L-Alanine
bc1016##L-Glutamate##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	L-Glutamate
bc1016##Riboflavin##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	Riboflavin
bc1016##Zn2+##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	Zn2+
bc1016##L-Histidine##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	L-Histidine
bc1016##Co2+##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	Co2+
bc1016##D-Glucose##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	D-Glucose
bc1016##K+##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	K+
bc1016##L-Proline##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	L-Proline
bc1016##L-Glutamine##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	L-Glutamine
bc1016##Pyridoxal##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	Pyridoxal
bc1016##TRHL##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	TRHL
bc1016##AMP##Microbe##D-Glucose_e0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	AMP
