	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	O2	bc1009	Metabolite	0.15319477863951841	0.15319477863951841	1.0	0.3914010457823515	0.3914010457823515
63	D-Glucose	bc1012	Metabolite	0.13036882233570488	0.13036882233570488	1.0	0.3610662298466929	0.3610662298466929
90	bc1010	O2	Microbe	-0.9999999999999889	0.9999999999999889	-1.0	0.9999999999999944	-0.9999999999999944
144	bc1008	O2	Microbe	-0.022417038647301813	0.022417038647301813	-1.0	0.14972320677604328	-0.14972320677604328
158	bc1002	O2	Microbe	-0.9999999999999987	0.9999999999999987	-1.0	0.9999999999999993	-0.9999999999999993
213	bc1015	D-Glucose	Microbe	-0.5498210459979433	0.5498210459979433	-1.0	0.7414991881303332	-0.7414991881303332
217	bc1003	O2	Microbe	-0.9999999999999982	0.9999999999999982	-1.0	0.9999999999999991	-0.9999999999999991
234	bc1001	O2	Microbe	-1.0000000000000009	1.0000000000000009	-1.0	1.0000000000000004	-1.0000000000000004
245	bc1016	D-Glucose	Microbe	-0.9999999999999996	0.9999999999999996	-1.0	0.9999999999999998	-0.9999999999999998
251	bc1012	D-Glucose	Microbe	-1.0	1.0	-1.0	1.0	-1.0
275	O2	bc1012	Metabolite	0.04345627411189658	0.04345627411189658	1.0	0.20846168499725934	0.20846168499725934
301	O2	bc1015	Metabolite	0.15324853629746107	0.15324853629746107	1.0	0.39146971312920376	0.39146971312920376
344	bc1009	O2	Microbe	-0.999999999999998	0.999999999999998	-1.0	0.999999999999999	-0.999999999999999
347	bc1008	D-Glucose	Microbe	-1.0000000000000013	1.0000000000000013	-1.0	1.0000000000000007	-1.0000000000000007
367	bc1011	O2	Microbe	-1.7682056028599098	1.7682056028599098	-1.0	1.3297389228190284	-1.3297389228190284
425	bc1003	D-Glucose	Microbe	-0.5490988420218159	0.5490988420218159	-1.0	0.7410120390532234	-0.7410120390532234
486	D-Glucose	bc1008	Metabolite	0.057453288118459005	0.057453288118459005	1.0	0.23969415536983585	0.23969415536983585
514	O2	bc1002	Metabolite	0.15290050085943374	0.15290050085943374	1.0	0.391024936365232	0.391024936365232
525	bc1010	D-Glucose	Microbe	-0.9999999999999952	0.9999999999999952	-1.0	0.9999999999999976	-0.9999999999999976
533	D-Glucose	bc1010	Metabolite	2.327193909958602	2.327193909958602	1.0	1.5255143099815884	1.5255143099815884
548	bc1011	D-Glucose	Microbe	-1.0000000000000002	1.0000000000000002	-1.0	1.0	-1.0
557	bc1015	O2	Microbe	-1.0000000000000002	1.0000000000000002	-1.0	1.0	-1.0
580	bc1016	O2	Microbe	-0.022417038486159925	0.022417038486159925	-1.0	0.14972320623791063	-0.14972320623791063
588	bc1012	O2	Microbe	-0.9999999999999979	0.9999999999999979	-1.0	0.9999999999999989	-0.9999999999999989
589	bc1002	D-Glucose	Microbe	-0.5644774613766724	0.5644774613766724	-1.0	0.7513171509932889	-0.7513171509932889
633	O2	bc1001	Metabolite	0.15236136794858188	0.15236136794858188	1.0	0.3903349432840748	0.3903349432840748
649	D-Glucose	bc1016	Metabolite	0.05745328770557317	0.05745328770557317	1.0	0.23969415450855944	0.23969415450855944
673	bc1001	D-Glucose	Microbe	-0.5486868532173085	0.5486868532173085	-1.0	0.7407339962613492	-0.7407339962613492
708	O2	bc1003	Metabolite	0.1529763304674182	0.1529763304674182	1.0	0.39112188697056854	0.39112188697056854
720	D-Glucose	bc1011	Metabolite	0.2701563170637666	0.2701563170637666	1.0	0.5197656366707658	0.5197656366707658
748	O2	bc1010	Metabolite	-1.163596954979373	1.163596954979373	-1.0	1.0787015133851314	-1.0787015133851314
767	bc1009	D-Glucose	Microbe	-0.5488456961569599	0.5488456961569599	-1.0	0.7408412084630281	-0.7408412084630281
