	0.0000-0.2601	0.2601-0.2687	0.2687-0.2722	0.2722-0.2733	0.2733-0.3685	0.3762-1.2105	1.2105-2.0000	Source	Target
Fumarate##bc1012##Metabolite##None	0.03399847222152429	-0.7829132233211915	-0.782913223318101	-0.7829132233056058	0.0	0.0	0.0	Fumarate	bc1012
O2##bc1012##Metabolite##None	0.152993124996932	-1.5658264466422347	-1.5658264466358816	-1.5658264466104599	0.021731449614055286	0.0	0.0	O2	bc1012
bc1012##L-Proline##Microbe##Fumarate_e0	-0.0062677769684706805	0.14433370527564707	0.1443337052750344	0.14433370527271952	0.0	0.0	0.0	bc1012	L-Proline
bc1012##L-Proline##Microbe##O2_e0	-0.028204996358131198	0.28866741055126727	0.28866741055000766	0.2886674105452986	-0.004006294120953172	0.0	0.0	bc1012	L-Proline
bc1012##ddca##Microbe##Fumarate_e0	-0.0008503221115188308	0.019581127671021884	0.019581127670982575	0.019581127670569853	0.0	0.0	0.0	bc1012	ddca
bc1012##ddca##Microbe##O2_e0	-0.003826449501833117	0.03916225534204011	0.039162255341959315	0.039162255341119535	-0.0005435165439711905	0.0	0.0	bc1012	ddca
bc1012##Fumarate##Microbe##Fumarate_e0	-0.9999999999999988	-0.9999999999999718	-1.0000000000000109	-1.0000000000001232	0.0	0.0	0.0	bc1012	Fumarate
bc1012##Mg##Microbe##Fumarate_e0	-9.540512423652745e-05	0.0021969791127833655	0.0021969791127785508	0.002196979112728535	0.0	0.0	0.0	bc1012	Mg
bc1012##Mg##Microbe##O2_e0	-0.0004293230590644204	0.0043939582255654395	0.004393958225555955	0.004393958225454254	-6.098190638586394e-05	0.0	0.0	bc1012	Mg
bc1012##L-Glutamate##Microbe##Fumarate_e0	-0.008680605092736644	0.1998960561890245	0.1998960561879248	0.1998960561851065	0.0	0.0	0.0	bc1012	L-Glutamate
bc1012##L-Glutamate##Microbe##O2_e0	-0.039062722917332635	0.399792112378018	0.39979211237575757	0.39979211237002427	-0.005548547327750744	0.0	0.0	bc1012	L-Glutamate
bc1012##CoA##Microbe##Fumarate_e0	-0.00019081024847205676	0.004393958225582805	0.004393958225424643	0.004393958225430389	0.0	0.0	0.0	bc1012	CoA
bc1012##CoA##Microbe##O2_e0	-0.0008586461181240802	0.008787916451168547	0.008787916450843439	0.008787916450855136	-0.00012196381277116551	0.0	0.0	bc1012	CoA
bc1012##O2##Microbe##O2_e0	-0.999999999999991	-1.0000000000000475	-0.9999999999999662	-0.9999999999998158	-1.0000000000000004	0.0	0.0	bc1012	O2
bc1012##Spermidine##Microbe##Fumarate_e0	-9.540512423628146e-05	0.002196979112789095	0.002196979112718143	0.0021969791126178486	0.0	0.0	0.0	bc1012	Spermidine
bc1012##Spermidine##Microbe##O2_e0	-0.0004293230590618204	0.004393958225580172	0.004393958225434406	0.0043939582252301886	-6.098190638547974e-05	0.0	0.0	bc1012	Spermidine
bc1012##L-Leucine##Microbe##Fumarate_e0	-0.012762647305363105	0.29389689262646407	0.29389689262529906	0.2938968926205201	0.0	0.0	0.0	bc1012	L-Leucine
bc1012##L-Leucine##Microbe##O2_e0	-0.05743191287416118	0.5877937852528723	0.5877937852504777	0.5877937852407552	-0.008157743825997469	0.0	0.0	bc1012	L-Leucine
