	Avg_bc1015	Var_bc1015	Avg_bc1010	Var_bc1010	Avg_bc1008	Var_bc1008	Avg_bc1016	Var_bc1016	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Carnitine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chitobiose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.1551378996701493	0.01764632697787368	0.1664105350349163	0.017189257640259914	0.05745328568223703	5.9351479768094236e-18	0.05745328526936287	5.9351479091908506e-18	3.999999830386316	2.876880057568676e-14	3.2330760505241214	0.944731896255018	7.233075880910437	0.9447318962550932	bc1008.bc1010.bc1015.bc1016	1	bc1008.bc1016.bc1008.bc1010.bc1016.bc1008.bc1010.bc1015.bc1016	3	bc1008.bc1016bc1008.bc1010.bc1015.bc1016.bc1008.bc1010.bc1016bc1008.bc1010.bc1015.bc1016.bc1008.bc1010.bc1015.bc1016bc1008.bc1010.bc1015.bc1016	3
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1010.bc1015	1		1	bc1010.bc1015	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998727897372	1.61824502673311e-14	0.0	0.0	2.9999998727897372	1.61824502673311e-14	bc1008.bc1015.bc1016	1		1	bc1008.bc1015.bc1016	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999957596579	1.7980500359804225e-15	0.0	0.0	0.999999957596579	1.7980500359804225e-15	bc1010	1		1	bc1010	1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
HYXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
K+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999957596579	1.7980500359804225e-15	0.0	0.0	0.999999957596579	1.7980500359804225e-15	bc1015	1		1	bc1015	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1010.bc1015	1		1	bc1010.bc1015	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999957596579	1.7980500359804225e-15	0.0	0.0	0.999999957596579	1.7980500359804225e-15	bc1010	1		1	bc1010	1
O2	0.05832707807049095	0.006399351656679706	0.058417278802801294	0.0054977779509610865	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.7672555079419604	0.9445546939640259	4.767255338328276	0.9445546939640658	bc1008.bc1010.bc1015.bc1016	1	bc1010.bc1015.bc1015.	3	bc1010.bc1015bc1008.bc1010.bc1015.bc1016.bc1015bc1008.bc1010.bc1015.bc1016.bc1008.bc1010.bc1015.bc1016	3
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999957596579	1.7980500359804225e-15	0.0	0.0	0.999999957596579	1.7980500359804225e-15	bc1015	1		1	bc1015	1
Pimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999957596579	1.7980500359804225e-15	0.0	0.0	0.999999957596579	1.7980500359804225e-15	bc1010	1		1	bc1010	1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Thymidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1010.bc1015	1		1	bc1010.bc1015	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Uridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
Xylose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
gamma-butyrobetaine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
hexadecenoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1008.bc1016	1		1	bc1008.bc1016	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
